"google_product_category","vehicle_fulfillment","VIN","id","store_code","image_link","additional_image_link","link_template","link","price","vehicle_msrp","condition","certified_pre-owned","brand","model","trim","year","mileage","color"
"916","in-store","1C4PJMDN2ND509919","2137085208","","https://cdn.getauto.com/photos/3/156863/1s/1C4PJMDN2ND509919-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/1C4PJMDN2ND509919-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1C4PJMDN2ND509919-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1C4PJMDN2ND509919-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1C4PJMDN2ND509919-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1C4PJMDN2ND509919-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1C4PJMDN2ND509919-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1C4PJMDN2ND509919-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1C4PJMDN2ND509919-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1C4PJMDN2ND509919-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1C4PJMDN2ND509919-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1C4PJMDN2ND509919&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1C4PJMDN2ND509919","26755.00 USD","","used","no","Jeep","Cherokee","Limited","2022","17059 Miles","Bright White Clearcoat"
"916","in-store","6G3F15RW4HL313187","2137099211","","https://cdn.getauto.com/photos/3/156863/1c/6G3F15RW4HL313187-1c.jpg","https://cdn.getauto.com/photos/3/156863/2c/6G3F15RW4HL313187-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/6G3F15RW4HL313187-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/6G3F15RW4HL313187-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/6G3F15RW4HL313187-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/6G3F15RW4HL313187-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/6G3F15RW4HL313187-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/6G3F15RW4HL313187-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/6G3F15RW4HL313187-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/6G3F15RW4HL313187-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/6G3F15RW4HL313187-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/6G3F15RW4HL313187&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/6G3F15RW4HL313187","35590.00 USD","","used","no","Chevrolet","SS","Base","2017","64679 Miles","Nightfall Gray Metallic"
"916","in-store","1FMCU9NA4PUA38384","2137121022","","https://cdn.getauto.com/photos/3/156863/1s/1FMCU9NA4PUA38384-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/1FMCU9NA4PUA38384-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1FMCU9NA4PUA38384-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1FMCU9NA4PUA38384-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1FMCU9NA4PUA38384-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1FMCU9NA4PUA38384-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1FMCU9NA4PUA38384-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1FMCU9NA4PUA38384-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1FMCU9NA4PUA38384-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1FMCU9NA4PUA38384-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1FMCU9NA4PUA38384-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1FMCU9NA4PUA38384&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1FMCU9NA4PUA38384","30000.00 USD","","used","no","Ford","Escape","ST-Line Select","2023","96 Miles","Gray Metallic"
"916","in-store","2C3CDZBT7PH527959","2137200114","","https://cdn.getauto.com/photos/3/156863/1c/2C3CDZBT7PH527959-1c.jpg","https://cdn.getauto.com/photos/3/156863/2c/2C3CDZBT7PH527959-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/2C3CDZBT7PH527959-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/2C3CDZBT7PH527959-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/2C3CDZBT7PH527959-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/2C3CDZBT7PH527959-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/2C3CDZBT7PH527959-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/2C3CDZBT7PH527959-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/2C3CDZBT7PH527959-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/2C3CDZBT7PH527959-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/2C3CDZBT7PH527959-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/2C3CDZBT7PH527959&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/2C3CDZBT7PH527959","35000.00 USD","","used","no","Dodge","Challenger","R/T","2023","10309 Miles","Granite Crystal Metallic Clearcoat"
"916","in-store","1GNSKEKD9RR177842","2137206052","","https://cdn.getauto.com/photos/3/156863/1s/1GNSKEKD9RR177842-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/1GNSKEKD9RR177842-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1GNSKEKD9RR177842-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1GNSKEKD9RR177842-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1GNSKEKD9RR177842-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1GNSKEKD9RR177842-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1GNSKEKD9RR177842-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1GNSKEKD9RR177842-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1GNSKEKD9RR177842-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1GNSKEKD9RR177842-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1GNSKEKD9RR177842-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1GNSKEKD9RR177842&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1GNSKEKD9RR177842","73890.00 USD","78140.00 USD","new","no","Chevrolet","Suburban","RST","2024","0 Miles","Black"
"916","in-store","1GYKPAR44PZ118410","2137209975","","https://cdn.getauto.com/photos/3/156863/1s/1GYKPAR44PZ118410-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/1GYKPAR44PZ118410-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1GYKPAR44PZ118410-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1GYKPAR44PZ118410-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1GYKPAR44PZ118410-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1GYKPAR44PZ118410-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1GYKPAR44PZ118410-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1GYKPAR44PZ118410-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1GYKPAR44PZ118410-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1GYKPAR44PZ118410-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1GYKPAR44PZ118410-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1GYKPAR44PZ118410&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1GYKPAR44PZ118410","36490.00 USD","","used","no","Cadillac","XT6","Luxury","2023","7041 Miles","Radiant Red Tintcoat"
"916","in-store","1C6RRFFG8PN630518","2137209977","","https://cdn.getauto.com/photos/3/156863/1c/1C6RRFFG8PN630518-1c.jpg","https://cdn.getauto.com/photos/3/156863/2c/1C6RRFFG8PN630518-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1C6RRFFG8PN630518-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1C6RRFFG8PN630518-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1C6RRFFG8PN630518-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1C6RRFFG8PN630518-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1C6RRFFG8PN630518-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1C6RRFFG8PN630518-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1C6RRFFG8PN630518-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1C6RRFFG8PN630518-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1C6RRFFG8PN630518-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1C6RRFFG8PN630518&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1C6RRFFG8PN630518","38990.00 USD","","used","no","Ram","1500","Big Horn","2023","6663 Miles","Granite Crystal Metallic Clearcoat"
"916","in-store","ZACNJDB17PPP41439","2137209982","","https://cdn.getauto.com/photos/3/156863/1s/ZACNJDB17PPP41439-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/ZACNJDB17PPP41439-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/ZACNJDB17PPP41439-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/ZACNJDB17PPP41439-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/ZACNJDB17PPP41439-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/ZACNJDB17PPP41439-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/ZACNJDB17PPP41439-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/ZACNJDB17PPP41439-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/ZACNJDB17PPP41439-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/ZACNJDB17PPP41439-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/ZACNJDB17PPP41439-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/ZACNJDB17PPP41439&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/ZACNJDB17PPP41439","23790.00 USD","","used","no","Jeep","Renegade","Latitude","2023","1977 Miles","Alpine White Clearcoat"
"916","in-store","3VV3B7AX2NM046270","2137235618","","https://cdn.getauto.com/photos/3/156863/1c/3VV3B7AX2NM046270-1c.jpg","https://cdn.getauto.com/photos/3/156863/2c/3VV3B7AX2NM046270-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/3VV3B7AX2NM046270-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/3VV3B7AX2NM046270-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/3VV3B7AX2NM046270-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/3VV3B7AX2NM046270-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/3VV3B7AX2NM046270-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/3VV3B7AX2NM046270-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/3VV3B7AX2NM046270-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/3VV3B7AX2NM046270-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/3VV3B7AX2NM046270-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/3VV3B7AX2NM046270&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/3VV3B7AX2NM046270","24490.00 USD","","used","no","Volkswagen","Tiguan","SE","2022","2463 Miles","Platinum Gray Metallic"
"916","in-store","1HA3GTC77NN004829","2137246083","","https://cdn.getauto.com/photos/3/156863/1c/1HA3GTC77NN004829-1c.jpg","https://cdn.getauto.com/photos/3/156863/2c/1HA3GTC77NN004829-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1HA3GTC77NN004829-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1HA3GTC77NN004829-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1HA3GTC77NN004829-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1HA3GTC77NN004829-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1HA3GTC77NN004829-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1HA3GTC77NN004829-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1HA3GTC77NN004829-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1HA3GTC77NN004829-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1HA3GTC77NN004829-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1HA3GTC77NN004829&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1HA3GTC77NN004829","44490.00 USD","","used","no","Chevrolet","Express","3500","2022","6021 Miles","Summit White"
"916","in-store","1GTW7AFP0N1256236","2137246084","","https://cdn.getauto.com/photos/3/156863/1s/1GTW7AFP0N1256236-1s.jpg","https://cdn.getauto.com/photos/3/156863/2c/1GTW7AFP0N1256236-2c.jpg,https://cdn.getauto.com/photos/3/156863/3c/1GTW7AFP0N1256236-3c.jpg,https://cdn.getauto.com/photos/3/156863/4c/1GTW7AFP0N1256236-4c.jpg,https://cdn.getauto.com/photos/3/156863/5c/1GTW7AFP0N1256236-5c.jpg,https://cdn.getauto.com/photos/3/156863/6c/1GTW7AFP0N1256236-6c.jpg,https://cdn.getauto.com/photos/3/156863/7c/1GTW7AFP0N1256236-7c.jpg,https://cdn.getauto.com/photos/3/156863/8c/1GTW7AFP0N1256236-8c.jpg,https://cdn.getauto.com/photos/3/156863/9c/1GTW7AFP0N1256236-9c.jpg,https://cdn.getauto.com/photos/3/156863/10c/1GTW7AFP0N1256236-10c.jpg,https://cdn.getauto.com/photos/3/156863/11c/1GTW7AFP0N1256236-11c.jpg","https://www.schmittchevrolet.com/VehicleDetails/1GTW7AFP0N1256236&store={store_code}","https://www.schmittchevrolet.com/VehicleDetails/1GTW7AFP0N1256236","37690.00 USD","","used","no","GMC","Savana","2500","2022","16327 Miles","Summit White"
