"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL"
"3GCPACEKXNG561526","2136887717","2022 Chevrolet Silverado 1500 LT","https://www.schmittchevrolet.com/VehicleDetails/3GCPACEKXNG561526","https://cdn.getauto.com/photos/3/156863/1c/3GCPACEKXNG561526-1c.jpg","At your Wood River dealership","This 2022 Chevrolet Silverado 1500 LT Crew Cab is a reliable and efficient motorcar. With a low mileage of 7,180 miles, it has been driven less than 10,000 miles per year. It is powered by a 2.7 liter 4 cylinder engine with turbocharging, and features hill start assist for added safety and control. The vehicle's summit white exterior and black interior give it a sleek and modern look, while its 5 out of 5 star crash test rating ensures maximum safety. With its low price point and high performance, this car is sure to be a great addition to any driver's collection.","Pickup","36890 USD","36890 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3GCPWDET3MG289609","2136887718","2021 Chevrolet Silverado 1500 RST","https://www.schmittchevrolet.com/VehicleDetails/3GCPWDET3MG289609","https://cdn.getauto.com/photos/3/156863/1c/3GCPWDET3MG289609-1c.jpg","At your Wood River dealership","This 2021 Chevrolet Silverado 1500 RST Crew Cab is a reliable and powerful motorcar. With low mileage of 27,358 miles, this vehicle has been well taken care of and is ready for its next owner. It features a 3.0 liter 6 cylinder turbo diesel engine with a silver ice metallic exterior and a black interior. It has a crash test rating of 4 out of 5 stars and comes equipped with many modern features such as touch screen display, Bluetooth audio connection, hill start assist, Apple Carplay ready, and Bluetooth phone connectivity. This car is sure to turn heads on the road!","Pickup","33990 USD","33990 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KNDJ23AU8P7197986","2136910222","2023 Kia Soul S","https://www.schmittchevrolet.com/VehicleDetails/KNDJ23AU8P7197986","https://cdn.getauto.com/photos/3/156863/1c/KNDJ23AU8P7197986-1c.jpg","At your Wood River dealership","This vehicle is a Kia Crossover Soul S made in 2023. It has driven 15,917 miles and is equipped with a 2.0 liter 4 cylinder engine and sequential port fuel injection. It has a clear white w/black roof exterior and a black interior. It has a crash test rating of 4 out of 5 stars and features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, Apple Carplay ready, navigation system with voice recognition, navigation with touch screen display, Bluetooth phone connectivity, and more. This motorcar is truly one of a kind and is sure to turn heads wherever it goes.","Wagon","20490 USD","20490 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1G1FB3DX8N0105477","2136910223","2022 Chevrolet Camaro LT","https://www.schmittchevrolet.com/VehicleDetails/1G1FB3DX8N0105477","https://cdn.getauto.com/photos/3/156863/1c/1G1FB3DX8N0105477-1c.jpg","At your Wood River dealership","This 2022 Chevrolet Camaro LT is a motorcar of exceptional quality. Boasting a 2.0 liter 4 cylinder engine with turbocharging, this vehicle has driven 45,757 miles and is sure to turn heads on the road. The vehicle's summit white exterior and jet black interior are sure to turn heads as well, with a 5 out of 5 star crash test rating. The car also features touch screen display, Bluetooth audio connection, and Bluetooth phone connectivity, making it easy to stay connected while on the go. This vehicle is sure to turn heads wherever it goes!","Convertible","25790 USD","25790 USD","Wood River car dealers; Convertibles for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GC4YTE7XLF205232","2136911985","2020 Chevrolet Silverado 3500HD LT","https://www.schmittchevrolet.com/VehicleDetails/1GC4YTE7XLF205232","https://cdn.getauto.com/photos/3/156863/1c/1GC4YTE7XLF205232-1c.jpg","At your Wood River dealership","This 2020 Chevrolet Silverado 3500HD LT Crew Cab 4x4 is a certified pre-owned vehicle that offers low mileage and a powerful 6.6 liter 8 cylinder engine with fuel injection. It has a summit white exterior and jet black interior, making it stand out from the crowd. The car also features touch screen display, Bluetooth audio connection, hill start assist, part time four wheel drive, Apple Carplay ready, and Bluetooth phone connectivity for added convenience. With its low mileage and powerful engine, this car is sure to turn heads wherever it goes!","Crew Cab 4X4","49890 USD","49890 USD","Wood River car dealers; Crew Cab 4X4s for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCUDEE8XRZ232681","2136925504","2024 Chevrolet Silverado 1500 RST","https://www.schmittchevrolet.com/VehicleDetails/1GCUDEE8XRZ232681","https://cdn.getauto.com/photos/3/156863/1c/1GCUDEE8XRZ232681-1c.jpg","At your Wood River dealership","The 2024 Chevrolet Silverado 1500 RST is a powerful and reliable 4x4, with a 3.0 liter Duramax Diesel Turbo I6 305hp 495 lb-ft engine and common rail direct injection. It has a crash test rating of 5 out of 5 stars, making it one of the safest vehicles on the road today. It also comes equipped with a number of features such as a touch screen display, Bluetooth audio connection, hill start assist, part time with on demand four wheel drive, Bluetooth phone connectivity, and more. The 2024 Chevrolet Silverado 1500 RST is the perfect combination of power and safety that you've been looking for in a vehicle.","Other","60310 USD","52310 USD","Wood River car dealers; Others for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3KPA25AD1NE444242","2136925625","2022 Kia Rio 5-Door S","https://www.schmittchevrolet.com/VehicleDetails/3KPA25AD1NE444242","https://cdn.getauto.com/photos/3/156863/1c/3KPA25AD1NE444242-1c.jpg","At your Wood River dealership","This vehicle is a 2022 Kia Wagon Rio 5-Door S, with a 1.6 liter 4 cylinder engine and sequential port fuel injection. It has driven 21,287 miles and is equipped with a currant red exterior and black interior. It has Hill Start Assist for added safety and control. This motorcar is a reliable and efficient choice for anyone looking for a reliable car with plenty of power and style. With its FWD capabilities and 1.6 liter engine, this motorcar is sure to turn heads wherever it goes.","Wagon","17490 USD","17490 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1C6RR7GG6LS146928","2136925627","2020 Ram 1500 Classic Warlock","https://www.schmittchevrolet.com/VehicleDetails/1C6RR7GG6LS146928","https://cdn.getauto.com/photos/3/156863/1c/1C6RR7GG6LS146928-1c.jpg","At your Wood River dealership","This 2020 RAM Quad Cab 4x4, 1500 Classic Warlock is a powerful and reliable motorcar. It has a low mileage of 33,259 miles and is equipped with a 3.6 liter 6 cylinder engine, sequential port fuel injection, and a maximum steel metallic clearcoat exterior. It has a black interior and a crash test rating of 4 out of 5 stars. Vehicle features such as hill start assist and part time four wheel drive make this car an excellent choice for those looking for a reliable motorcar that can handle any terrain. With its low price point and high performance, this car is sure to be a great addition to any motorcar collection.","Pickup","30790 USD","30790 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCPDBEK9RZ230623","2136926010","2024 Chevrolet Silverado 1500 Custom","https://www.schmittchevrolet.com/VehicleDetails/1GCPDBEK9RZ230623","https://cdn.getauto.com/photos/3/156863/1c/1GCPDBEK9RZ230623-1c.jpg","At your Wood River dealership","The 2024 Chevrolet Silverado 1500 Custom is a powerful and reliable 4x4 vehicle. It has a 2.7 liter TurboMax Turbo I4 310hp 430ft. lbs. engine with direct injection, and a crash test rating of 5 out of 5 stars. It also comes with a number of features such as a touch screen display, Bluetooth audio connection, hill start assist, part time with on demand four wheel drive, Bluetooth phone connectivity, and more. This vehicle is sure to provide you with the ultimate driving experience no matter where your journey takes you.","Other","51090 USD","44840 USD","Wood River car dealers; Others for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCHSCEA4M1258022","2136944675","2021 Chevrolet Colorado LT","https://www.schmittchevrolet.com/VehicleDetails/1GCHSCEA4M1258022","https://cdn.getauto.com/photos/3/156863/1c/1GCHSCEA4M1258022-1c.jpg","At your Wood River dealership","This 2021 Chevrolet Colorado LT Extended Cab Pickup is a certified pre-owned vehicle with low mileage of 26,280. It is powered by a 2.5 liter 4 cylinder engine with fuel injection and has a summit white exterior with a black interior. It has a 4 out of 5 star crash test rating and features such as hill start assist for added safety. This vehicle is sure to turn heads on the road with its low price and impressive features.","Pickup","24490 USD","24490 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"2C3CDXJG9NH154137","2136953807","2022 Dodge Charger SXT","https://www.schmittchevrolet.com/VehicleDetails/2C3CDXJG9NH154137","https://cdn.getauto.com/photos/3/156863/1c/2C3CDXJG9NH154137-1c.jpg","At your Wood River dealership","This 2022 Dodge Charger SXT Blackout Package is a powerful and reliable motorcar. It has low mileage with 11,214 miles and all wheel drive, 3.6 liter 6 cylinder engine, sequential port fuel injection, and a white knuckle clearcoat exterior. It has a black interior and a crash test rating of 5 out of 5 stars. Vehicle features such as hill start assist and on demand four wheel drive make this motorcar an excellent choice for those looking for a reliable ride. With its low price point and high performance, this car is sure to turn heads wherever it goes.","Sedan","28490 USD","28490 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KMHLM4AG5PU478787","2136953809","2023 Hyundai ELANTRA SEL","https://www.schmittchevrolet.com/VehicleDetails/KMHLM4AG5PU478787","https://cdn.getauto.com/photos/3/156863/1c/KMHLM4AG5PU478787-1c.jpg","At your Wood River dealership","This 2023 Hyundai ELANTRA SEL is a reliable and efficient motorcar, perfect for any driver. With low mileage of 9,677 miles, this car has been driven with care and has been well maintained. It features a 2.0 liter 4 cylinder engine with sequential port fuel injection, and FWD capabilities for optimal performance. The exterior of this car is a striking blue color, while the interior is finished in a luxurious black. It has been given a crash test rating of 5 out of 5 stars, making it one of the safest cars on the market today. Additionally, it comes equipped with blind spot sensor and hill start assist features, making driving this car even more enjoyable.","Sedan","21690 USD","21690 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1C6RR7KT4MS577032","2136959130","2021 Ram 1500 Classic Tradesman","https://www.schmittchevrolet.com/VehicleDetails/1C6RR7KT4MS577032","https://cdn.getauto.com/photos/3/156863/1c/1C6RR7KT4MS577032-1c.jpg","At your Wood River dealership","This 2021 RAM 1500 Classic Tradesman Crew Cab 4x4 is a powerful and reliable motorcar. With a 5.7 liter 8 cylinder engine and sequential port fuel injection, it has plenty of power to get you where you need to go. The exterior of this car is a bright white clearcoat, while the interior features a black leather seating surface. It has been driven 51,534 miles and comes with a crash test rating of 4 out of 5 stars. Hill start assist and part time four wheel drive are also included to make your driving experience even smoother. This automobile is sure to turn heads wherever you go!","Pickup","29390 USD","29390 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3N1AB7AP4KY287406","2136959132","2019 Nissan Sentra SV","https://www.schmittchevrolet.com/VehicleDetails/3N1AB7AP4KY287406","https://cdn.getauto.com/photos/3/156863/1c/3N1AB7AP4KY287406-1c.jpg","At your Wood River dealership","This vehicle is a 2019 Nissan Sentra SV, a reliable and efficient motorcar that has been driven 64,498 miles. It is equipped with a 1.8 liter 4 cylinder engine and sequential port fuel injection, providing a reliable and efficient driving experience. The exterior of this car is a brilliant silver metallic color, while the interior is finished in charcoal. Safety features include a 4 out of 5 star crash test rating, as well as touch screen display, Bluetooth audio connection, Apple Carplay ready, and Bluetooth phone connectivity. This car is sure to provide a comfortable and safe ride for its owner.","Sedan","14990 USD","14990 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCPDAEK0NZ593252","2136959133","2022 Chevrolet Silverado 1500 Work Truck","https://www.schmittchevrolet.com/VehicleDetails/1GCPDAEK0NZ593252","https://cdn.getauto.com/photos/3/156863/1c/1GCPDAEK0NZ593252-1c.jpg","At your Wood River dealership","This 2022 Chevrolet Silverado 1500 Crew Cab 4x4 is a reliable and powerful motorcar. With a 2.7 liter 4 cylinder engine and turbocharged power, this car has plenty of power to get you where you need to go. It has an exterior of summit white and an interior of black leather, making it both stylish and comfortable. It has 31,456 miles on it and a fuel economy of 17 mpg in the city and 20 mpg on the highway. It has been crash tested five out of five stars and comes with many features such as touch screen display, Bluetooth audio connection, hill start assist, part time with on demand four wheel drive, Apple Carplay ready, and Bluetooth phone connectivity. This car is sure to make any journey a smooth one!","Pickup","36990 USD","36990 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"5N1BT3BB2NC674409","2136959135","2022 Nissan Rogue SV","https://www.schmittchevrolet.com/VehicleDetails/5N1BT3BB2NC674409","https://cdn.getauto.com/photos/3/156863/1c/5N1BT3BB2NC674409-1c.jpg","At your Wood River dealership","This vehicle is a 2022 Nissan Rogue SV with low mileage of 16,693 miles. It is an all wheel drive with a 1.5 liter 3 cylinder engine and turbocharged powertrain. The car has a caspian blue metallic exterior and charcoal interior, giving it a sleek and modern look. It has a 4 out of 5 star crash test rating and features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, and Bluetooth phone connectivity. This car is sure to turn heads on the road!","Wagon","25690 USD","25690 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KL79MPSL3RB117078","2136965036","2024 Chevrolet Trailblazer LT","https://www.schmittchevrolet.com/VehicleDetails/KL79MPSL3RB117078","https://cdn.getauto.com/photos/3/156863/1c/KL79MPSL3RB117078-1c.jpg","At your Wood River dealership","The Chevrolet Trailblazer LT is a 2024 Vehicle with a Front Wheel Drive, 1.3 liter 3 cylinder engine, and a turbocharged powertrain. It has a crimson metallic exterior and a jet black, cloth seat trim interior. It has a crash test rating of 5 out of 5 stars, making it one of the safest vehicles on the road today. With its powerful engine and advanced safety features, the Chevrolet Trailblazer LT is the perfect choice for anyone looking for a reliable and efficient motorcar.","SUV","28970 USD","28470 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3GCUDDEDXRG222367","2136965039","2024 Chevrolet Silverado 1500 LT","https://www.schmittchevrolet.com/VehicleDetails/3GCUDDEDXRG222367","https://cdn.getauto.com/photos/3/156863/1c/3GCUDDEDXRG222367-1c.jpg","At your Wood River dealership","The 2024 Chevrolet Silverado 1500 LT is a powerful and reliable motorcar. This Crew Cab 4x4 features a 5.3 liter 8 cylinder engine with fuel injection, and a black exterior that is sure to turn heads. Not only that, but it has been given a crash test rating of 5 out of 5 stars, making it one of the safest vehicles on the road today. With its luxurious interior and cutting-edge technology, this car is sure to be a hit with car enthusiasts everywhere.","Crew Cab 4X4","57910 USD","49910 USD","Wood River car dealers; Crew Cab 4X4s for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
